e.6cbf55e7c81df51d,e.785f8ac3c1ea1c93,p.6cbf55e7c81df51d,p.785f8ac3c1ea1c93,q.0,q.12c413657efa280e,q.15344ef7910c2692,q.155332a4fba33e8f,q.16de1501ad6d003e,q.175ed29f1d4c8f03,q.1a2c43d7d39b748b,q.1b3bce987495336c,q.1cc005c01b3a8aa3,q.1e299bdd1cf7a625,q.1fa28c0ba7f9aec8,q.21fb19005f6951c4,q.23b59dd0c808f4c6,q.23b7f472edde0ce6,q.277e44a955cf2949,q.27ce5f24555e180a,q.2b3296a08411ef24,q.2c509f1ed2220464,q.2e09446e39e26d42,q.2e28d0e1402904b2,q.30355f4cc6ee0d6c,q.314a75fdd331c3f8,q.34e6a18f315e7d2f,q.36c2c875df9317b4,q.38319f8fc78ab9de,q.3a50160006e2d12d,q.3af0af64c28fa6d5,q.3b3de5d772c846cf,q.3c333e5504c64ad3,q.3f72bdc1b8ddb24,q.404c71da2e4826c2,q.41d91f7a05beb14a,q.42107779fcd075ef,q.44eb95b6005c26b,q.463e39a4acf55512,q.46b40798beef0876,q.46b9e5597a64f0e7,q.46d0a9841d8d15,q.48c3dc4f13827d2d,q.4c781fca13c4e0fa,q.4d5895b6699ba297,q.4ebdc6945a09b165,q.5049294d0dee99ae,q.5289fdf1dab07838,q.52e137ce5f0856e0,q.52ed044d2326c87d,q.54724e8bdf60a268,q.564397e6a3409cfe,q.56a5967121715c3c,q.56e2545df60a134c,q.5721c438ee6a188,q.57636a074c36eb44,q.584140440d5f0b68,q.5a62368ba35d9f59,q.5b76e1c3a932bdb,q.5bf42ebbc692409e,q.5dcb2b57a2af77bb,q.5f78ee4ca30b8f0d,q.6368bf5907564a9f,q.6370b0a836a3beb4,q.646d77117c488059,q.66c1b6f1560356ef,q.6753d8830d386858,q.69415bdf089224e8,q.6cbf55e7c81df51d,q.6d402b60e647a2d7,q.705c41a579498d1e,q.72cdc719088a4dda,q.751c75311f458392,q.7740b3afa5fd1810,q.78791357f01233fb,q.789f400a72f2dde3,q.7d67c4cb4a009d55,q.7e11a7bed0e877d5,q.7e56f3238e6c5904,q.7f34381df64db829,q.80aebdbe9dd8458c,q.8350ab20dc5792f3,q.84ae95a99c262132,q.852fd389ae7973c2,q.876a996d5a5cd7b2,q.8773ae79bcad770c,q.87aa120f411c2179,q.87b6b254c9c11cda,q.88352d6f7fe4e61,q.8d69b9298323ec70,q.8f6bacae26b4b931,q.923637a75b13b040,q.947d43cae6516e8e,q.95056fa74f629407,q.960cae7c9416fa60,q.9659def20a9fb5a5,q.981c089fc6a7c217,q.9b7cbe367825f927,q.9c5eceaf0623e18c,q.9d80224ec132cf41,q.9d8ea5f691e722f0,q.9ded7beedd0f70cb,q.9e86aa7f2763be5e,q.9eb154a7fffbe8f,q.9f54a36da2622d71,q.9f8cced1c9ffc6b0,q.9f8e824f8a7ac716,q.a2238cd4e486d2d5,q.a2fbe5b11ecfc533,q.a51a6c786827204,q.a68288650ab00b3e,q.a889f479fdf5019d,q.a9c93f094ffdbf82,q.a9ef4b816bb40994,q.aa3f62d8a180aa96,q.abc79ea95b6fb13,q.ac17f45cb7a2d2c1,q.ade8b59d3591ed97,q.aebc9a0baa527ef6,q.af0d11cae13076c7,q.b024d96d59fe3a67,q.b0947f6d4b41705b,q.b21cac0c6ac1883e,q.b30f5d73d9085e77,q.b4c5f3d55b4e9dc,q.b5397410b8da884d,q.b64a56fe210ee76,q.b8797c414f047fed,q.b87b94fab9e5721,q.b8ec54ce9fa0f604,q.b9001ad4b447f16d,q.b9e6525c9ea322f5,q.bce63656bdf433f7,q.bd7535fc411c2caa,q.c0828d14a81970a6,q.c1bdd6db1974733a,q.c43bdbf9dee1c202,q.c6ab3657420f873b,q.c7a08d59145a63b3,q.cb35558f37b42e38,q.cb6c67abb40b0c5c,q.ccd33ab245c7b6d6,q.cec1c2e07c1de04b,q.cfaa49b6b55da512,q.d237e32dad87729e,q.d347f27623a3ca1e,q.d3a5b39a7ad5a0ca,q.d52f7dd1c179cccc,q.d6795b2b7f551108,q.d6a0d48d06de0363,q.d82ac4b490ed4190,q.d849c2d7d1d265d1,q.d8e8b4c4871429a2,q.dbbde0bc0f9b2209,q.dc39ad5012857c15,q.dc4dd443f9934487,q.dd4f64b58cf72d5c,q.de51ba3769c3249,q.de5b2c348b0f3ff1,q.df3b06727682dba6,q.e100cfa642af9961,q.e14cf04d1a2d6591,q.e2b7d168421c100d,q.e2bc3c157c67d836,q.e2e6e9dc24bfff8b,q.e63ce6956e06be12,q.e7680c04ff2596b,q.e77769c62ef669aa,q.e842348ba2f11f0e,q.eb2ad90db7674b87,q.eb465dc2ac982544,q.ebc37510f9820b16,q.ec9dde9dbdf020cb,q.ed235abd1be8d96b,q.ed630e127180f97d,q.ed89ba6de0fb1f6d,q.efde08274f9bf517,q.f1199fb8140b5877,q.f3228b87e7b1b7f3,q.f38279ed28be5363,q.f3dcff7d95f7730f,q.f6a9f5f4a79af318,q.f868b5793b7ff2d,q.ff60c9b4f7de6530,user_us
0,8280,0,6245,0,0,180730,0,8625,48013,12616,212,0,0,0,1697882,0,0,294780,13196,8724778,6372,1871,17425,0,0,0,0,25568,0,122276,5383,17939,2794,0,12183,14446,0,0,0,0,3904,0,432,0,0,0,0,0,18720,0,0,0,0,2383,0,0,0,0,0,7100,2027,2573903,34676,0,0,17153,0,0,0,0,41312,0,0,2979,0,1695,0,0,82577,0,0,5284,0,266,23618,13317,0,429,0,336,0,0,0,9350,25137,14018,16273,203217,16216,0,0,0,0,379608,10643,27842,2993100,0,0,27545,0,0,19434,0,0,595673,0,163043,2749,22120,0,0,19583,14182,0,13813,0,0,402,13283,0,0,24488,0,0,0,32158,0,0,6052,0,0,0,488,0,0,0,0,0,0,0,0,0,15270,0,6197,0,146332,0,0,0,0,35851,0,15222,0,0,0,110997,3094,0,0,0,0,566,0,0,2896,0,0,20549,0,19891,66710000
0,7015,0,5652,0,0,116290,0,10066,49744,10400,0,0,0,0,2753481,0,0,244425,9291,15654552,4142,1544,11531,0,0,0,0,30256,0,80760,17938,11768,0,0,9077,14374,0,0,0,0,1714,0,0,0,0,0,0,0,17452,13183,0,0,0,12474,0,0,0,0,0,6628,337,2343197,79572,0,0,10818,0,0,0,0,33311,0,0,2877,0,0,0,0,78035,0,0,4632,0,0,22142,11051,0,808,0,0,1487,1360,0,9588,31510,6104,10368,134669,9407,0,0,0,0,0,8789,28628,1499507,0,0,39048,4323,0,34909,0,0,649657,0,103062,4495,15210,0,0,15013,11900,0,11710,0,0,225,12573,0,0,27800,0,0,0,54714,0,0,5670,0,0,0,814,0,0,0,0,0,0,0,0,0,10353,0,7652,0,163436,0,0,0,0,31875,0,10773,0,0,0,275175,2092,0,193,0,0,0,0,0,24023,0,0,16344,0,58865,86480000
0,7503,0,5245,0,0,115676,0,13276,52408,8293,0,0,0,887,4703302,0,0,251782,11140,26421827,3090,1778,11152,0,892,0,0,31994,0,67308,6544,13420,0,3357,3136,18718,0,0,0,0,3553,0,351,0,0,0,0,0,18569,0,0,0,1534,3956,0,0,0,0,0,6663,1268,2839374,40735,0,0,11087,0,0,0,0,45248,0,0,2062,0,364,0,402,77454,0,0,5037,0,1117,25067,10898,0,2729,0,371,4515,0,0,11078,18090,2577,10235,137895,9291,0,0,0,0,307216,8519,26747,0,0,0,32539,0,0,21901,0,0,610210,941,99990,0,13048,0,1740,17461,11436,982,14209,0,0,0,12929,0,0,20333,0,0,0,43707,0,0,5460,0,0,0,0,0,0,0,0,0,0,1078,0,0,13964,0,7370,399,165027,0,0,993,430,38299,0,9632,0,0,0,179889,1464,0,0,0,0,544,0,415,4406,0,0,16334,0,27383,125620000
0,7660,0,5823,0,0,107708,0,11341,44842,10564,147,0,0,474,4041660,0,0,292949,8083,22994510,4055,1523,11865,0,0,0,0,21337,0,75966,4666,11737,2174,2245,2715,14984,0,0,0,0,2139,0,0,0,0,0,0,0,19272,1755,0,0,1291,1930,0,0,0,0,0,5702,4090,2713205,32582,0,0,12038,0,0,329,0,27873,0,0,870,0,1477,0,0,84618,0,0,710,294,986,15915,16718,0,3620,0,0,0,0,0,10334,16859,1971,10505,129623,10354,0,0,0,0,0,9969,24461,3158971,0,0,27533,0,0,13315,0,0,597473,417,92602,2110,14356,0,1508,13869,9835,651,9078,0,0,223,8562,0,652,10858,0,0,0,57854,0,0,6045,0,0,0,1274,0,0,0,0,0,0,1120,0,0,8846,0,4936,0,170119,0,0,900,0,28614,0,8716,0,0,0,187681,3048,0,0,0,0,0,0,369,6900,0,0,16165,0,23487,112310000
0,7331,0,5687,0,0,126639,0,11000,46488,9286,0,0,0,0,1734684,0,0,300787,9839,8168483,3879,1782,12657,0,0,0,0,19466,0,84815,5675,12257,3022,1175,4372,16116,0,0,0,0,1391,0,0,0,0,1249,0,0,16546,0,0,0,438,2917,0,0,0,0,0,6745,4745,2970736,47385,0,0,10050,0,1990,0,0,38365,0,0,1336,0,196,0,0,98988,0,0,2116,0,547,19933,17296,0,3033,0,0,1186,0,0,8036,16307,1278,10849,140429,10617,0,0,0,0,0,9640,28090,2102536,0,0,42163,0,0,30836,0,0,624601,0,110064,3822,15944,0,580,17443,12255,376,5934,0,0,0,12600,0,0,20044,0,0,0,56704,0,0,6224,0,0,0,7936,0,0,0,0,0,0,178,0,0,9894,0,7214,0,174766,0,0,219,0,34591,0,11225,273,0,159,206890,2084,0,0,0,458,0,0,0,5410,0,0,17627,0,30114,67150000
0,7956,0,5615,0,0,100708,0,1053,40264,8435,0,0,0,1293,3053495,0,0,312765,13591,15629532,2102,1828,9516,0,641,0,0,16437,0,63406,5653,11067,0,3919,955,22453,0,0,0,0,3098,0,327,0,0,0,0,0,14361,0,0,0,1574,1622,0,0,0,0,0,4725,4069,2595460,38853,0,0,8470,0,0,0,0,38160,0,0,510,0,340,0,0,90773,0,0,7385,837,1909,20648,16753,0,3272,0,0,428,0,0,10087,13107,436,8142,114272,8421,0,0,0,0,219573,7340,19305,3693084,0,0,27323,0,0,18743,0,0,589866,618,79232,0,12979,0,1713,15063,9127,2164,8594,0,0,217,14938,0,1809,11340,0,0,0,36776,0,0,5231,0,0,0,0,0,0,0,0,0,0,1798,530,0,11409,0,7918,348,163564,0,0,1681,0,31763,0,12075,0,0,0,156428,4744,0,0,0,0,172,0,534,3903,0,0,14023,0,27993,93980000
0,7947,0,5339,0,0,120970,0,7640,40045,9773,0,1562,0,0,4198365,0,0,289482,8089,22598532,2159,2121,13937,0,330,0,0,23971,0,86563,5815,14822,0,412,5929,12824,0,0,0,0,4197,566,357,529,0,0,0,0,15316,0,0,0,503,2970,0,0,0,0,0,6973,1529,2449911,43164,0,0,11442,0,0,0,0,31209,0,0,2547,0,1361,0,416,83007,0,0,4497,0,230,16650,17063,0,3207,0,404,1365,1801,0,8399,23248,518,10631,149092,11628,0,0,0,0,228303,7282,22175,3322080,0,0,38078,5714,0,16881,0,0,578924,0,107678,4950,15105,0,598,15337,11810,0,10162,0,0,224,12738,0,0,19537,0,0,0,33907,0,0,5812,0,0,1207,1214,0,0,0,0,0,0,244,0,0,10424,0,5496,745,159141,0,0,0,0,30741,0,12868,0,0,0,143584,2425,0,0,0,0,570,0,0,1706,0,0,18701,0,17202,120160000
0,6838,0,5555,0,0,128036,0,8662,55576,11550,0,2254,0,0,4639357,0,80,291560,8087,25675328,4601,1618,14702,0,728,0,0,22742,0,83886,6876,16134,0,3034,11871,14071,0,1304,0,67,5738,2524,435,524,0,0,0,0,18629,940,0,0,548,3246,0,0,0,0,0,4851,4206,2711643,48823,0,0,13689,0,0,0,0,38153,979,0,1010,0,3319,0,1366,84341,65,909,5266,0,708,19934,18032,0,1155,0,287,1212,1120,0,19076,20137,5470,12084,162427,12182,0,0,0,0,392349,9775,30116,3009652,0,68,39020,5840,0,14901,0,0,592273,851,120064,4592,19559,0,1175,20745,14323,873,11129,0,0,0,12465,0,1675,19581,0,0,0,50204,0,698,5210,0,87,1845,361,0,0,0,0,0,0,562,0,0,10621,0,6272,700,159229,0,0,956,0,36069,0,13686,0,0,0,171201,2775,0,0,0,0,169,0,1001,7378,0,0,20804,0,36016,128010000
0,7291,0,5774,0,0,130140,0,16584,39783,10447,0,0,0,0,1651588,288,0,303808,9070,8044609,3976,1684,12903,0,0,0,0,29515,0,73517,4604,13830,0,1019,3353,18496,0,0,0,0,1231,522,312,0,0,0,0,0,18119,4026,342,0,716,1574,0,0,0,0,0,6681,2805,2437505,54040,0,420,14234,0,0,0,0,35175,0,0,953,0,0,0,0,97276,0,0,3110,0,644,16416,19632,0,1449,0,4169,0,496,0,7227,17906,1392,10935,167285,11312,0,0,0,0,298601,9805,30286,2066610,0,0,28471,1974,0,14639,0,0,602987,0,118318,1375,17289,0,363,17948,12557,499,13865,0,0,896,9138,0,0,27082,0,0,361,71303,503,0,5103,0,0,1439,404,0,0,0,0,0,0,412,0,0,8330,0,6211,0,156152,0,0,379,0,30352,0,11162,0,0,0,114145,1054,0,0,0,0,475,0,0,4894,696,0,19302,0,31914,64560000
0,7933,0,5849,0,0,134661,0,10688,53781,10564,0,1193,0,0,3625768,0,0,313110,9886,18624393,3301,1762,14935,0,613,0,0,25417,0,108817,12253,14759,4958,4271,7017,10735,0,0,0,0,6317,1401,0,0,0,1480,0,0,19067,2111,0,0,1010,2952,0,0,0,0,0,7405,19263,2747076,59189,0,0,14115,0,1946,0,0,47115,0,0,0,0,0,358,0,89563,0,0,6944,578,991,26107,14162,0,2133,0,0,406,1356,0,14924,22613,569,12605,173530,12012,0,0,0,0,0,9668,31497,2774924,0,0,52043,3607,0,23412,0,0,654449,262,115969,8311,20283,0,2176,19867,12643,671,11321,0,0,529,12267,0,0,22996,0,0,0,69605,0,0,5926,451,0,1749,0,0,0,0,372,0,0,1021,658,0,9820,0,9661,353,161604,280,0,1098,941,42344,0,12076,182,0,0,284218,4551,0,260,0,0,0,0,1552,3948,0,0,20108,0,28412,106430000
0,5738,0,4296,0,0,151185,0,7010,55044,10537,0,0,0,493,4732882,0,0,273086,10796,25310674,4931,1904,15688,855,368,0,0,20181,0,101422,5470,16766,0,6442,13361,13806,0,0,0,0,2379,0,0,0,0,0,0,0,19528,1722,0,0,3240,3602,0,0,0,0,0,5110,3355,2280974,45282,0,0,14353,0,0,0,0,46372,0,0,1194,0,0,0,0,75251,0,0,2588,1127,3320,28778,12801,0,2820,0,0,0,0,0,11340,19796,6623,13473,180506,12990,0,0,0,0,0,10121,29402,2490406,0,0,25276,0,0,25442,0,0,603420,978,138830,0,20293,0,1550,21147,12261,1922,8049,0,0,296,14864,0,0,19163,0,0,0,38851,0,0,4797,0,0,849,617,0,0,0,0,0,0,2250,512,0,11251,0,9879,0,144075,0,0,1866,0,41589,0,15676,0,0,0,116406,8789,0,0,0,0,0,0,350,4076,0,0,18173,0,26510,130780000
0,4792,0,3809,0,0,194492,0,7214,71909,16279,0,1092,0,0,3841385,0,0,270605,11233,20064254,9112,1843,22722,0,621,0,0,25640,0,104027,4778,25004,0,6669,15303,21591,0,0,0,0,7218,760,0,0,0,0,0,0,30605,0,0,0,3341,2201,0,0,0,0,0,4773,3319,2538318,60097,0,0,19923,0,0,0,0,54562,0,0,5965,0,0,0,0,71761,0,0,5990,441,2674,31982,16659,0,3693,0,0,2493,1086,0,13188,31315,15525,17132,231435,17745,0,0,0,0,0,15403,37694,753614,1470,0,25728,6559,0,24607,0,0,605073,1149,169472,6105,27321,0,1204,31294,20557,2305,7992,0,0,206,16130,0,441,23936,0,0,0,46981,0,0,5412,0,0,0,0,0,0,0,0,0,0,2025,0,0,16699,0,8749,869,143679,0,0,3872,0,54661,0,20034,0,0,0,133974,3023,0,0,0,0,0,0,0,10516,0,0,26268,0,34828,113450000
0,8688,0,6431,0,0,134743,0,19687,44816,8046,0,1776,0,0,1918224,0,66,303144,13473,9279802,1936,1830,9977,0,644,0,0,31485,0,164603,5167,12045,0,2825,14963,25342,0,920,0,56,2425,1025,0,0,0,0,0,0,16540,0,0,0,870,2077,0,0,0,0,0,4601,1783,2819552,48543,0,0,10803,0,0,0,0,33464,0,0,0,0,1053,0,0,100253,57,0,3070,320,1166,21404,17311,0,3183,0,0,609,2066,0,9856,16542,4393,8769,141664,9551,170,0,0,0,0,8411,23941,1162015,0,52,38462,7108,0,18177,0,0,660040,0,108945,5731,12953,0,870,16587,10958,763,13287,0,0,133,16142,0,639,11781,0,0,0,99884,0,525,5637,0,53,1288,855,0,0,0,547,0,0,502,0,0,13447,0,7513,0,183667,0,0,851,0,32921,0,9779,0,0,0,267286,2041,0,0,0,0,0,0,409,14667,0,0,14292,0,31798,72680000
0,5869,0,4126,0,0,171395,0,8908,51965,20029,0,550,0,773,4144385,0,0,271717,16346,20532752,7803,1524,19446,0,326,0,52,18326,0,105091,5201,21218,0,4756,5936,17961,0,960,0,36,7296,1247,437,0,0,0,0,0,25163,0,0,0,2200,3332,0,0,0,0,0,5749,2397,2901924,46492,0,0,18084,0,0,0,0,37567,0,0,2372,0,0,0,607,72501,0,0,0,342,2696,22391,10574,0,2868,0,0,836,1400,0,15278,26072,22070,18924,198323,18960,0,0,0,0,191332,14276,26479,3244639,0,43,30888,5211,0,21261,0,0,608120,727,145568,3881,24167,0,1228,24102,15643,1855,6858,0,0,350,17121,0,585,17845,0,0,0,40719,0,585,5766,0,58,0,0,0,0,0,0,0,296,1741,0,0,15172,0,6729,1053,161616,0,0,2556,505,38440,0,20642,0,0,0,142937,5230,0,0,42,0,143,0,406,6162,0,0,22728,0,32980,119760000
0,6616,0,4817,0,0,130504,0,1986,48517,9274,0,1128,0,470,4378483,0,67,282704,16863,22609957,4396,1503,13029,0,792,0,0,9977,0,76529,6666,15176,0,3469,6428,18364,0,1359,0,86,4528,1394,344,537,0,1460,0,0,16585,931,0,0,1246,3016,0,0,0,0,0,5447,5614,2518795,43628,0,0,12129,0,1813,368,0,35801,0,0,1458,0,231,0,710,70817,462,0,2989,1349,2521,15161,12478,0,2407,0,300,1328,1049,0,15221,21281,0,10628,146580,10899,0,0,0,0,436226,8158,24554,1628054,0,76,27199,10025,0,13816,0,0,572380,1292,114880,7970,15735,0,2099,16865,12829,1694,7453,0,0,312,17126,0,501,11225,0,0,0,41721,0,726,5092,0,88,1288,0,0,631,0,0,0,0,1838,0,0,17751,0,5760,889,157761,0,0,1455,1148,34710,0,11444,100,0,0,153763,3123,0,0,0,0,268,0,1637,5288,0,0,18493,0,27128,125800000
0,7521,0,6020,0,0,146570,0,3435,56096,11116,0,0,0,0,3347863,198,0,292847,9822,17028743,6169,1694,15864,0,533,0,0,13911,0,223140,5016,16677,0,2112,3915,16181,0,0,0,0,4564,0,0,0,0,0,0,0,20502,3472,182,0,1260,3037,0,0,0,0,0,5987,1625,2811414,66271,0,456,14214,0,0,0,0,51542,0,0,2437,0,4731,0,0,83806,0,0,8016,1035,747,24524,12577,0,3507,0,0,1861,0,0,24038,25854,1638,12684,174688,13830,0,0,0,0,0,9996,35820,2327169,0,0,56053,0,0,20304,0,0,724666,1188,125451,0,21993,0,1594,21064,16173,515,6756,0,0,0,10938,0,0,20023,0,0,0,39491,498,0,5898,0,0,0,620,0,0,0,0,0,0,597,0,0,12738,0,9605,720,227707,0,0,797,425,45276,0,14356,0,0,0,235149,2971,0,0,0,0,0,0,304,4536,174,0,23646,0,44008,102550000
0,7466,0,5370,0,0,123038,0,10567,51121,9547,0,1858,0,0,2762683,0,0,274928,13767,13854449,5316,1620,11024,0,744,0,0,24816,0,65638,7396,12145,0,7590,5131,6653,0,0,0,0,5577,1481,0,0,0,0,0,0,13729,0,0,0,3460,1751,0,0,0,0,0,5799,1541,2670793,34806,0,0,11190,0,0,0,0,45188,1502,0,4806,0,1008,0,0,83602,0,944,5650,1026,3529,24448,16409,0,2687,0,0,568,1754,0,11768,15935,1609,9064,135971,9704,0,0,0,0,0,6094,26377,2129938,273,0,33232,3695,0,22056,0,0,597821,2057,110077,3249,13422,0,3663,15698,10829,2895,14617,0,0,0,14263,0,446,10830,0,0,0,35711,0,0,5574,0,0,0,0,0,0,0,0,0,0,2532,0,0,15781,0,6702,1436,163459,0,0,3252,0,38703,0,9614,0,0,415,129096,2498,0,0,0,0,0,0,1548,6783,0,0,15312,0,20825,87890000
0,7038,0,4888,0,0,149945,0,11516,49972,12095,146,7513,0,0,3582977,164,56,264002,15461,17951673,15920,2033,15583,0,358,0,0,22909,0,84094,10334,19412,1249,4174,24659,12004,0,962,0,68,11371,5103,0,0,0,0,0,0,21128,2251,353,0,2318,3667,0,0,0,0,0,5852,1862,2431661,43159,0,482,15111,0,0,0,0,43391,0,0,2412,0,848,0,0,75923,61,0,3209,1159,1315,24698,17683,0,5150,0,0,3497,6678,0,21116,26774,8690,11675,193260,11248,0,0,0,0,0,10322,34001,1442771,0,66,57539,37228,0,21788,0,0,610480,584,130137,30580,18922,0,1738,20920,15917,1877,13871,0,0,0,16626,0,0,22829,0,0,0,33579,227,524,5791,0,60,0,0,0,0,0,407,0,0,1584,0,0,15241,0,8301,621,136960,0,0,2172,960,39600,0,15675,0,0,0,150444,1745,0,0,0,0,0,0,806,8807,295,0,22468,0,26058,109580000
0,6768,0,5351,0,0,106498,0,8716,44146,8032,0,531,0,0,4675371,0,0,261647,9240,24327463,21270,1826,13673,0,452,0,67,29982,0,80485,31793,13617,0,924,2670,15612,0,941,0,77,23788,1035,546,0,0,0,0,0,15124,0,0,0,614,4199,0,0,0,0,0,5910,1694,2790658,60641,0,0,10920,0,0,0,0,37368,0,0,1352,0,989,0,4987,74297,0,0,6041,656,427,22816,11401,0,2363,0,261,1321,1920,0,30329,57289,7189,11606,136730,10422,0,0,0,0,467458,9117,28283,1186383,0,68,43081,6818,0,19253,0,0,611052,446,93157,4068,18440,0,558,15196,11690,723,14708,0,0,186,11299,0,0,28056,0,0,0,38397,0,537,5181,0,103,0,0,0,0,0,0,0,0,201,0,0,8849,0,7386,575,158620,0,284,341,0,35512,0,11199,0,0,0,182600,2687,0,0,78,0,658,0,0,27682,0,0,17139,0,25203,131010000
0,6370,0,4328,0,0,168439,0,12311,56584,10450,360,0,0,0,3194807,0,0,256791,13222,16322530,3855,1950,15947,0,329,0,0,26153,0,99459,3813,18367,384,4026,3153,16545,0,0,0,0,4889,0,472,0,0,1437,0,0,24269,1202,0,0,1735,11392,0,0,0,0,427,5455,2809,2657172,48226,0,0,16839,0,1524,0,0,45799,648,0,1431,0,2168,0,773,77885,0,753,5473,0,1460,28781,13123,0,3808,0,518,0,0,0,14160,25050,5667,12798,195638,12813,0,0,0,0,321058,12366,29835,617187,0,0,29862,0,0,21160,0,0,585623,347,145861,1621,23305,0,1506,21238,14780,1288,11691,0,0,0,14345,0,1525,19992,0,0,0,39268,0,0,4684,0,0,0,655,0,0,0,0,0,0,848,0,0,12458,0,8276,408,158016,0,549,1574,0,44616,0,12378,211,0,0,153163,4315,0,170,0,0,308,0,973,5302,0,0,22250,0,32343,101510000
0,6654,0,4778,0,0,123489,0,11232,50387,11699,0,1390,0,0,2839103,0,63,274214,12406,14609386,3965,2023,12523,0,0,0,0,16409,0,72882,16230,12231,2023,2518,5260,15753,0,1448,0,47,9408,764,0,497,0,0,0,0,18802,0,0,0,1951,2690,0,0,470,0,0,5852,3267,2777089,59282,0,0,11007,0,0,0,0,34473,0,0,454,0,445,0,0,81269,45,0,0,313,1179,22749,12035,0,2791,0,0,0,706,0,13062,19361,0,10968,149759,10193,0,0,0,0,0,7981,24352,3162804,0,58,55797,3519,0,17002,294,0,594034,288,100415,5018,15463,0,1239,17278,12163,1204,5497,0,0,186,14790,0,0,11119,0,0,0,50710,0,743,5078,0,95,1134,388,0,0,0,0,0,0,1190,0,0,10659,0,7603,361,187644,0,0,1162,0,33623,0,12158,0,0,0,196383,4090,0,0,0,0,159,0,0,14360,0,0,14732,0,41664,94840000
0,7627,0,5371,0,0,125381,0,4706,41585,9102,0,0,0,0,3954684,0,0,308528,13765,19512089,7143,1918,11648,0,972,0,60,13681,0,83981,5315,14719,0,4550,0,24509,0,1391,0,67,2190,0,0,0,0,0,0,0,13839,1103,0,0,1805,1551,0,0,0,0,0,6066,3721,3261669,34294,0,0,11351,0,0,0,0,38169,471,0,0,0,1038,471,0,81883,0,0,6364,514,2570,21534,12591,0,1972,0,0,0,0,0,11976,17098,0,9909,145248,9857,0,0,0,0,0,9671,25391,4259884,0,64,28436,0,0,20724,0,0,614142,895,101137,0,17870,0,1384,17517,12166,1659,5914,0,0,351,18753,0,494,14452,0,0,0,31838,0,723,5008,529,81,0,0,0,0,0,0,0,476,1602,357,0,18746,0,9336,531,188509,0,0,1800,0,31856,0,12566,0,0,0,170039,3723,0,193,72,0,0,0,1111,7318,0,0,18201,0,20614,113630000
0,6999,0,4968,0,0,130570,0,3046,54240,8627,0,0,0,0,4240004,0,0,299533,13575,21591827,2547,1918,12072,0,0,0,0,16485,0,81943,3237,12773,0,1080,0,23316,0,0,0,0,3410,0,0,0,0,0,0,0,15780,424,0,0,837,7356,0,0,0,0,0,5424,3964,2825398,47859,0,0,10717,0,0,0,0,48734,0,0,1008,0,1144,0,0,82995,0,0,7545,0,1356,27688,13685,0,5059,0,0,613,0,0,9916,16550,951,10267,152377,10372,0,0,0,0,0,8224,30485,2803790,433,0,27661,0,0,26298,0,0,587872,0,109124,0,14805,0,0,18281,11050,672,9548,0,0,474,17333,0,425,12962,0,0,0,40252,0,0,5136,0,0,0,1031,0,0,0,0,0,0,580,0,0,16386,0,11005,0,167468,0,0,457,0,42557,0,9141,0,0,0,166400,3388,0,0,0,0,0,0,0,4123,0,0,17263,0,26751,123520000
0,7191,0,5635,0,0,155775,0,12901,61769,10464,0,802,0,0,3744104,0,0,299797,19766,20985285,3423,1799,15111,368,573,0,0,28419,0,114302,4693,15583,0,4324,3875,6913,0,1464,0,57,2675,0,0,0,0,0,0,0,18110,0,0,0,1396,4669,839,0,0,0,0,6369,3100,2928881,47864,0,0,14782,0,0,0,0,49966,0,0,1062,0,0,0,0,82525,0,0,3944,0,2051,29403,17217,0,5754,0,0,684,795,0,37914,24358,1052,12459,166946,11766,0,0,0,0,0,10129,31514,3710764,0,50,39401,0,0,25620,0,0,635424,405,121487,0,16901,0,2429,19865,15835,1512,15572,0,0,0,23965,0,0,22544,0,0,0,44509,0,0,5268,0,68,1144,0,0,0,0,0,0,0,1195,0,0,20776,0,9504,585,171684,0,0,1780,622,43990,0,12210,0,0,0,260317,4497,0,0,73,0,0,0,0,5999,0,0,19047,0,31253,110550000
0,6131,0,4494,0,0,155338,0,7959,51415,11022,0,0,0,849,2912826,0,0,283114,10169,15170535,4113,1820,17614,0,881,0,0,23361,0,87469,4720,18641,0,5833,2869,14053,0,0,0,0,5233,0,328,0,0,1270,0,0,21728,0,0,0,2184,2112,0,0,0,0,0,7436,3334,2498259,37081,0,0,13577,0,1918,0,0,40418,488,0,1674,0,0,0,690,81432,0,580,6556,488,3967,21201,11622,0,2901,0,236,353,0,0,10777,23452,5748,13918,194042,14585,0,0,0,0,225082,11806,30430,1610469,332,0,27057,0,0,23843,0,0,624273,308,143629,0,23204,0,901,22878,18048,2328,9483,0,0,0,9734,0,1122,14153,0,0,0,31086,0,0,5081,0,0,0,0,0,0,0,0,0,0,3255,0,0,11294,0,6877,572,163743,0,455,3380,539,39103,0,14324,196,0,0,158553,2941,0,0,0,0,519,0,0,4986,0,0,21000,0,29188,96370000
